"displayName","rating","userRatingCount","primaryType","placeUri","address","latitude","longitude","weekdayDescriptions","nextCloseTime","nextCloseHour","trueCoffee"
"Kafenion Amsterdam","4.9","3042","cafe","https://maps.google.com/?cid=13799867098777125081&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Bloemgracht 49, 1016 KD Amsterdam, Netherlands","52.374677","4.8813721999999995","Monday: 8:00 AM - 7:00 PM
Tuesday: 8:00 AM - 7:00 PM
Wednesday: 8:00 AM - 7:00 PM
Thursday: 8:00 AM - 7:00 PM
Friday: 8:00 AM - 7:00 PM
Saturday: 9:00 AM - 7:30 PM
Sunday: 9:00 AM - 7:30 PM","2025-08-13T17:00:00Z","19.0","1"
"Luuk's Coffee Noordermarkt","4.8","882","coffee_shop","https://maps.google.com/?cid=11045848961108365584&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Westerstraat 3, 1015 LT Amsterdam, Netherlands","52.378763899999996","4.8862575","Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 4:30 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-08-13T14:30:00Z","16.0","1"
"Koffiespot","4.5","595","coffee_shop","https://maps.google.com/?cid=2122484869929095106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Elandsgracht 53, 1016 TN Amsterdam, Netherlands","52.3694002","4.8805982","Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-08-13T16:00:00Z","18.0","1"
"Haku Specialty Coffee","4.8","329","food_store","https://maps.google.com/?cid=6154733505273622538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Rozengracht 69, 1016 LT Amsterdam, Netherlands","52.373287999999995","4.880800499999999","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM","2025-08-13T15:00:00Z","17.0","1"
"Bruno’s Amsterdam","4.9","306","coffee_shop","https://maps.google.com/?cid=16925071792895390583&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Tweede Goudsbloemdwarsstraat 3C, 1015 JX Amsterdam, Netherlands","52.381000199999995","4.8840619","Monday: 7:30 AM - 1:00 PM
Tuesday: 7:30 AM - 2:00 PM
Wednesday: 7:30 AM - 2:00 PM
Thursday: 7:30 AM - 2:00 PM
Friday: 7:30 AM - 2:00 PM
Saturday: 7:30 AM - 4:00 PM
Sunday: 10:00 AM - 2:00 PM","2025-08-13T12:00:00Z","14.0","1"
"Coffeeshop La Tertulia","4.5","884","store","https://maps.google.com/?cid=18115952138417670872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Prinsengracht 312, 1016 HX Amsterdam, Netherlands","52.3694808","4.8822851","Monday: Closed
Tuesday: 11:00 AM - 7:00 PM
Wednesday: 11:00 AM - 7:00 PM
Thursday: 11:00 AM - 7:00 PM
Friday: 11:00 AM - 7:00 PM
Saturday: 11:00 AM - 7:00 PM
Sunday: Closed","2025-08-13T17:00:00Z","19.0","1"
"Wandu Amsterdam","4.5","297","coffee_shop","https://maps.google.com/?cid=9430587355522644994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Lauriergracht 71 H, 1016 RH Amsterdam, Netherlands","52.3709293","4.8796324","Monday: 9:00 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM","2025-08-13T15:00:00Z","17.0","1"
"NU koffie & delicatessen","4.9","335","coffee_shop","https://maps.google.com/?cid=7660499236096519594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Tweede Egelantiersdwarsstraat 13H, 1015 SB Amsterdam, Netherlands","52.37659310000001","4.8822931","Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-08-13T15:00:00Z","17.0","1"
"Café ""De Eland""","4.5","555","cafe","https://maps.google.com/?cid=11417938627537812902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Prinsengracht 296, 1016 HW Amsterdam, Netherlands","52.369993699999995","4.8823104","Monday: 10:00 AM - 1:00 AM
Tuesday: 10:00 AM - 1:00 AM
Wednesday: 10:00 AM - 1:00 AM
Thursday: 10:00 AM - 1:00 AM
Friday: 10:00 AM - 2:00 AM
Saturday: 10:00 AM - 2:00 AM
Sunday: 10:00 AM - 1:00 AM","2025-08-13T23:00:00Z","1.0","0"
"Coffeeshop Johnny","4.5","489","store","https://maps.google.com/?cid=5780646184476203844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Elandsgracht 3, 1016 TM Amsterdam, Netherlands","52.369937699999994","4.882089199999999","Monday: 9:00 AM - 12:00 AM
Tuesday: 9:00 AM - 12:00 AM
Wednesday: 9:00 AM - 12:00 AM
Thursday: 9:00 AM - 12:00 AM
Friday: 9:00 AM - 12:00 AM
Saturday: 9:00 AM - 12:00 AM
Sunday: 9:00 AM - 12:00 AM","2025-08-13T22:00:00Z","0.0","0"
