"displayName","rating","userRatingCount","primaryType","placeUri","address","latitude","longitude","weekdayDescriptions","nextCloseTime","nextCloseHour","trueCoffee"
"Elevate Coffee Lab","4.9","211","coffee_shop","https://maps.google.com/?cid=7460890059459287704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Van der Helstplein 10H, 1072 PH Amsterdam, Netherlands","52.351573200000004","4.8945191999999995","Monday: Closed
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM","2025-08-13T15:00:00Z","17.0","1"
"Coffee Bru","4.8","237","coffee_shop","https://maps.google.com/?cid=1331387362694749509&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Van Woustraat 113, 1074 AH Amsterdam, Netherlands","52.3538168","4.902360799999999","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-08-13T14:00:00Z","16.0","1"
"LOCALS SPECIALTY COFFEE TO GO","4.4","269","cafe","https://maps.google.com/?cid=539555943290799912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Ferdinand Bolstraat 21-B, 1072 LB Amsterdam, Netherlands","52.3561044","4.890694","Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-08-13T14:00:00Z","16.0","1"
"Bakers & Roasters","4.6","4504","brunch_restaurant","https://maps.google.com/?cid=5827353309701980066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Eerste Jacob van Campenstraat 54, 1072 BH Amsterdam, Netherlands","52.357288999999994","4.8898554","Monday: 8:30 AM - 3:00 PM
Tuesday: 8:30 AM - 3:00 PM
Wednesday: 8:30 AM - 3:00 PM
Thursday: 8:30 AM - 3:00 PM
Friday: 8:30 AM - 3:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM","2025-08-13T13:00:00Z","15.0","1"
"Reload Coffee","4.9","106","coffee_shop","https://maps.google.com/?cid=13468790018180717869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Saenredamstraat 26h, 1072 CH Amsterdam, Netherlands","52.3556369","4.8887303","Monday: Closed
Tuesday: Closed
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 8:30 AM - 4:30 PM
Sunday: 10:30 AM - 4:30 PM","2025-08-13T14:30:00Z","16.0","1"
"Sol coffee bar","5.0","32","coffee_shop","https://maps.google.com/?cid=10554578787134788814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Tweede Sweelinckstraat 6, 1073 EH Amsterdam, Netherlands","52.3537798","4.8992785","","","","0"
"Craft Coffee & Pastry Amsterdam","4.9","671","bakery","https://maps.google.com/?cid=12541768513388343419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Gerard Doustraat 103A, 1073 VS Amsterdam, Netherlands","52.356151999999994","4.8934824","Monday: Closed
Tuesday: Closed
Wednesday: 10:00 AM - 4:00 PM
Thursday: 10:00 AM - 4:00 PM
Friday: 10:00 AM - 4:00 PM
Saturday: 10:00 AM - 4:00 PM
Sunday: Closed","2025-08-13T14:00:00Z","16.0","1"
"Harmani Coffee & Brunch","4.9","1121","brunch_restaurant","https://maps.google.com/?cid=6753222608643629201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Frans Halsstraat 89, 1072 BP Amsterdam, Netherlands","52.354886799999996","4.888565","Monday: 8:30 AM - 4:30 PM
Tuesday: 8:30 AM - 4:30 PM
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM","2025-08-13T14:30:00Z","16.0","1"
"Noosh.","4.7","237","coffee_shop","https://maps.google.com/?cid=14932707205690967132&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Eerste van der Helststraat 35, 1073 AC Amsterdam, Netherlands","52.3556295","4.8931947","Monday: 9:00 AM - 6:00 PM
Tuesday: 9:00 AM - 6:00 PM
Wednesday: 9:00 AM - 6:00 PM
Thursday: 9:00 AM - 6:00 PM
Friday: 9:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 10:00 AM - 6:00 PM","2025-08-13T16:00:00Z","18.0","1"
"Badeta Coffee Van Wou/ Albert Cuyp","4.8","110","coffee_shop","https://maps.google.com/?cid=15828564107909117079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA","Van Woustraat 14, 1073 LL Amsterdam, Netherlands","52.3569733","4.8994519","Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM","2025-08-13T15:00:00Z","17.0","1"
