displayName,rating,userRatingCount,primaryType,placeUri,address,latitude,longitude,weekdayDescriptions,nextCloseTime,nextCloseHour,trueCoffee
Five Ways Coffee Roasters,4.7,559,brunch_restaurant,https://maps.google.com/?cid=8361652983497465977&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Boerhaaveplein 3, 1091 DH Amsterdam, Netherlands",52.3598712,4.9123059,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-08-13T15:00:00Z,17,1
Sango Specialty Coffee Roasters,4.7,985,,https://maps.google.com/?cid=8425108917556132359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Stromarkt 15, 1012 MZ Amsterdam, Netherlands",52.3785368,4.8945098,"Monday: 8:30 AM - 4:00 PM
Tuesday: 8:30 AM - 4:00 PM
Wednesday: 8:30 AM - 4:00 PM
Thursday: 8:30 AM - 4:00 PM
Friday: 8:30 AM - 4:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",2025-08-13T14:00:00Z,16,1
Clapham Specialty Coffee,4.7,252,coffee_shop,https://maps.google.com/?cid=8044940400056397335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Willemsparkweg 152H, 1071 HS Amsterdam, Netherlands",52.3562255,4.8710219,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",2025-08-13T14:00:00Z,16,1
Wakuli specialty coffee bar,4.4,116,cafe,https://maps.google.com/?cid=9102497873887935270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Jan Pieter Heijestraat 76, 1053 GS Amsterdam, Netherlands",52.3641555,4.8629123,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-08-13T16:00:00Z,18,1
Dolce Alchemia Coffee Roasters,0,0,food_store,https://maps.google.com/?cid=7438083735159912339&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Zamenhofstraat 106c, 1022 AG Amsterdam, Netherlands",52.3865491,4.9316206,"Monday: 8:00 - 11:00 AM
Tuesday: 8:00 AM - 2:00 PM, 4:00 - 6:00 PM
Wednesday: 8:00 AM - 2:00 PM, 4:00 - 6:00 PM
Thursday: 8:00 AM - 2:00 PM, 4:00 - 6:00 PM
Friday: 8:00 AM - 2:00 PM, 4:00 - 6:00 PM
Saturday: 8:00 AM - 2:00 PM
Sunday: Closed",2025-08-13T12:00:00Z,14,1
CoffeeRoastery Amsterdam,4.2,392,,https://maps.google.com/?cid=17271952354804148821&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Jan Pieter Heijestraat 143, 1054 MG Amsterdam, Netherlands",52.3613826,4.8650449,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-08-13T15:00:00Z,17,1
Bakers & Roasters,4.6,4504,brunch_restaurant,https://maps.google.com/?cid=5827353309701980066&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Eerste Jacob van Campenstraat 54, 1072 BH Amsterdam, Netherlands",52.357289,4.8898554,"Monday: 8:30 AM - 3:00 PM
Tuesday: 8:30 AM - 3:00 PM
Wednesday: 8:30 AM - 3:00 PM
Thursday: 8:30 AM - 3:00 PM
Friday: 8:30 AM - 3:00 PM
Saturday: 8:30 AM - 4:00 PM
Sunday: 8:30 AM - 4:00 PM",2025-08-13T13:00:00Z,15,1
Morning Owl Coffee,5,191,food_store,https://maps.google.com/?cid=13580925427866679869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Zeedijk 71, 1012 AS Amsterdam, Netherlands",52.3746793,4.9008684,"Monday: Closed
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",2025-08-13T14:00:00Z,16,1
ASOP Café by Amplify - specialty coffee,5,43,cafe,https://maps.google.com/?cid=3536194542087187303&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Willemsstraat 141, 1015 JC Amsterdam, Netherlands",52.380878,4.8826239,"Monday: Closed
Tuesday: 9:00 AM - 4:00 PM
Wednesday: 9:00 AM - 4:00 PM
Thursday: 9:00 AM - 4:00 PM
Friday: 9:00 AM - 4:00 PM
Saturday: 9:00 AM - 4:00 PM
Sunday: 9:00 AM - 4:00 PM",2025-08-13T14:00:00Z,16,1
Wakuli specialty coffee bar,4.8,75,cafe,https://maps.google.com/?cid=5939224436823812276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Wagenaarstraat 70H, 1093 CV Amsterdam, Netherlands",52.3630664,4.9269935,"Monday: 7:00 AM - 5:00 PM
Tuesday: 7:00 AM - 5:00 PM
Wednesday: 7:00 AM - 5:00 PM
Thursday: 7:00 AM - 5:00 PM
Friday: 7:00 AM - 5:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-08-13T15:00:00Z,17,1
Rum Baba,4.7,421,,https://maps.google.com/?cid=6154861780410789025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Elandsgracht 134, 1016 VC Amsterdam, Netherlands",52.3691337,4.8787234,"Monday: 8:00 AM - 4:30 PM
Tuesday: 8:00 AM - 4:30 PM
Wednesday: 8:00 AM - 4:30 PM
Thursday: 8:00 AM - 4:30 PM
Friday: 8:00 AM - 4:30 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-08-13T14:30:00Z,16,1
Trakteren,4.7,307,coffee_shop,https://maps.google.com/?cid=12391784245474322982&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Jan Pieter Heijestraat 119-Ah, 1054 MD Amsterdam, Netherlands",52.3626072,4.8642517,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: Closed",2025-08-13T15:00:00Z,17,1
Wakuli specialty coffee bar,0,0,cafe,https://maps.google.com/?cid=17241469667769863488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Haarlemmerplein 43, 1013 HR Amsterdam, Netherlands",52.3846866,4.8824398,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-08-13T16:00:00Z,18,1
Back to Black,0,0,coffee_shop,https://maps.google.com/?cid=2757951390767131292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Van Hallstraat 268, 1051 HM Amsterdam, Netherlands",52.3793993,4.8714727,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-08-13T16:00:00Z,18,1
LOCALS SPECIALTY COFFEE TO GO,4.4,269,cafe,https://maps.google.com/?cid=539555943290799912&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Ferdinand Bolstraat 21-B, 1072 LB Amsterdam, Netherlands",52.3561044,4.890694,"Monday: 8:00 AM - 4:00 PM
Tuesday: 8:00 AM - 4:00 PM
Wednesday: 8:00 AM - 4:00 PM
Thursday: 8:00 AM - 4:00 PM
Friday: 8:00 AM - 4:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:00 AM - 5:00 PM",2025-08-13T14:00:00Z,16,1
LOT61 Coffee Roasters,4.6,379,food_store,https://maps.google.com/?cid=3942278878523549612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Hendrik Jacobszstraat 18, 1075 PD Amsterdam, Netherlands",52.3515355,4.8602111,"Monday: 7:30 AM - 5:00 PM
Tuesday: 7:30 AM - 5:00 PM
Wednesday: 7:30 AM - 5:00 PM
Thursday: 7:30 AM - 5:00 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:30 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",2025-08-13T15:00:00Z,17,1
First Coffee,0,0,coffee_shop,https://maps.google.com/?cid=1980585937553856170&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Vondelpark, 1071 AA Amsterdam, Netherlands",52.3609283,4.8739707,"Monday: Closed
Tuesday: 10:30 AM - 5:00 PM
Wednesday: 10:30 AM - 5:00 PM
Thursday: 10:30 AM - 5:00 PM
Friday: 10:30 AM - 5:00 PM
Saturday: 10:30 AM - 5:00 PM
Sunday: 10:30 AM - 5:00 PM",2025-08-13T15:00:00Z,17,1
Wakuli specialty coffee bar,4.6,132,coffee_shop,https://maps.google.com/?cid=17799213473600100035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Linnaeusstraat 237a, 1093 EP Amsterdam, Netherlands",52.3559863,4.9280085,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-08-13T16:00:00Z,18,1
LOT61 Amsterdam Centraal Station,4.4,746,coffee_shop,https://maps.google.com/?cid=4810359084861603137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Oosterdoksstraat 4, 1011 DK Amsterdam, Netherlands",52.376894,4.9043325,"Monday: 6:30 AM - 9:00 PM
Tuesday: 6:30 AM - 9:00 PM
Wednesday: 6:30 AM - 9:00 PM
Thursday: 6:30 AM - 9:00 PM
Friday: 6:30 AM - 9:00 PM
Saturday: 7:00 AM - 9:00 PM
Sunday: 7:00 AM - 9:00 PM",2025-08-13T19:00:00Z,21,1
white label coffee,4.5,660,coffee_shop,https://maps.google.com/?cid=12347546851632540050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Jan Evertsenstraat 136, 1056 EK Amsterdam, Netherlands",52.370431,4.851578,"Monday: 7:30 AM - 5:30 PM
Tuesday: 7:30 AM - 5:30 PM
Wednesday: 7:30 AM - 5:30 PM
Thursday: 7:30 AM - 5:30 PM
Friday: 7:30 AM - 5:30 PM
Saturday: 8:00 AM - 5:30 PM
Sunday: 8:00 AM - 5:30 PM",2025-08-13T15:30:00Z,17,1
Coffee Room.,4.3,869,coffee_shop,https://maps.google.com/?cid=11138241219506320027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Kinkerstraat 110, 1053 EC Amsterdam, Netherlands",52.3670472,4.8711194,"Monday: 8:00 AM - 7:00 PM
Tuesday: 8:00 AM - 7:00 PM
Wednesday: 8:00 AM - 7:00 PM
Thursday: 8:00 AM - 7:00 PM
Friday: 8:00 AM - 7:00 PM
Saturday: 8:00 AM - 7:00 PM
Sunday: 9:00 AM - 7:00 PM",2025-08-13T17:00:00Z,19,1
Berry Amsterdam,4.7,460,coffee_shop,https://maps.google.com/?cid=1163045397431648299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Bilderdijkkade 27, 1053 VH Amsterdam, Netherlands",52.3684802,4.8701227,"Monday: Closed
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 10:00 AM - 5:00 PM",2025-08-13T15:00:00Z,17,1
Spot on coffee roasters,5,5,wholesaler,https://maps.google.com/?cid=9735682376230034577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Gyroscoopweg 54, 1042 AC Amsterdam, Netherlands",52.4002013,4.8419406,"Monday: 9:00 AM - 5:00 PM
Tuesday: 9:00 AM - 5:00 PM
Wednesday: 9:00 AM - 5:00 PM
Thursday: 9:00 AM - 5:00 PM
Friday: 9:00 AM - 5:00 PM
Saturday: Closed
Sunday: Closed",2025-08-13T15:00:00Z,17,1
Cafecito,4.3,493,coffee_shop,https://maps.google.com/?cid=17227965688056932035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Van Baerlestraat 83, 1071 AS Amsterdam, Netherlands",52.3542065,4.8816198,"Monday: 7:00 AM - 9:00 PM
Tuesday: 7:00 AM - 9:00 PM
Wednesday: 7:00 AM - 9:00 PM
Thursday: 7:00 AM - 9:00 PM
Friday: 7:00 AM - 10:00 PM
Saturday: 8:00 AM - 10:00 PM
Sunday: 8:00 AM - 10:00 PM",2025-08-13T19:00:00Z,21,1
Caffènation Amsterdam,4.6,874,coffee_shop,https://maps.google.com/?cid=12794073776530560271&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Warmondstraat 120, 1058 KZ Amsterdam, Netherlands",52.354718,4.849319,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-08-13T15:00:00Z,17,1
Harmani Coffee & Brunch,4.9,1121,brunch_restaurant,https://maps.google.com/?cid=6753222608643629201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Frans Halsstraat 89, 1072 BP Amsterdam, Netherlands",52.3548868,4.888565,"Monday: 8:30 AM - 4:30 PM
Tuesday: 8:30 AM - 4:30 PM
Wednesday: 8:30 AM - 4:30 PM
Thursday: 8:30 AM - 4:30 PM
Friday: 8:30 AM - 4:30 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-08-13T14:30:00Z,16,1
Cafecito | Nassaukade | ℃ Coffeebar,4.3,328,coffee_shop,https://maps.google.com/?cid=13666086278521302819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Nassaukade 330 H, 1053 LT Amsterdam, Netherlands",52.3683996,4.8759174,"Monday: 7:00 AM - 6:00 PM
Tuesday: 7:00 AM - 6:00 PM
Wednesday: 7:00 AM - 6:00 PM
Thursday: 7:00 AM - 6:00 PM
Friday: 7:00 AM - 7:00 PM
Saturday: 8:30 AM - 7:00 PM
Sunday: 8:30 AM - 7:00 PM",2025-08-13T16:00:00Z,18,1
Koffiespot,4.5,595,coffee_shop,https://maps.google.com/?cid=2122484869929095106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Elandsgracht 53, 1016 TN Amsterdam, Netherlands",52.3694002,4.8805982,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 9:00 AM - 6:00 PM
Sunday: 9:00 AM - 6:00 PM",2025-08-13T16:00:00Z,18,1
Coffeeshop Tyson 2.0,4.6,1798,store,https://maps.google.com/?cid=5685955618956812306&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Spuistraat 222, 1012 VT Amsterdam, Netherlands",52.371485,4.8891347,"Monday: 8:00 AM - 1:00 AM
Tuesday: 8:00 AM - 1:00 AM
Wednesday: 8:00 AM - 1:00 AM
Thursday: 8:00 AM - 1:00 AM
Friday: 8:00 AM - 1:00 AM
Saturday: 8:00 AM - 1:00 AM
Sunday: 8:00 AM - 1:00 AM",2025-08-13T23:00:00Z,1,0
Rum Baba coffeeroasters Shop & Brew-bar East,4.5,873,,https://maps.google.com/?cid=13602371112918787009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Pretoriusstraat 15, 1092 EW Amsterdam, Netherlands",52.3559936,4.9265403,"Monday: 7:30 AM - 4:30 PM
Tuesday: 7:30 AM - 4:30 PM
Wednesday: 7:30 AM - 4:30 PM
Thursday: 7:30 AM - 4:30 PM
Friday: 7:30 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 8:30 AM - 5:00 PM",2025-08-13T14:30:00Z,16,1
Kaldi Amsterdam Utrechtsestraat,4.9,480,coffee_shop,https://maps.google.com/?cid=6651395700089812166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Utrechtsestraat 129, 1017 VM Amsterdam, Netherlands",52.3616975,4.8993359,"Monday: 8:30 AM - 5:00 PM
Tuesday: 8:30 AM - 5:00 PM
Wednesday: 8:30 AM - 5:00 PM
Thursday: 8:30 AM - 5:00 PM
Friday: 8:30 AM - 5:00 PM
Saturday: 9:00 AM - 5:00 PM
Sunday: 9:30 AM - 3:00 PM",2025-08-13T15:00:00Z,17,1
Sam’s koffie - West,4.8,271,coffee_shop,https://maps.google.com/?cid=18345924891019177012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Wenslauerstraat 2a, 1053 BA Amsterdam, Netherlands",52.3677117,4.8660551,"Monday: 8:00 AM - 5:00 PM
Tuesday: 8:00 AM - 5:00 PM
Wednesday: 8:00 AM - 5:00 PM
Thursday: 8:00 AM - 5:00 PM
Friday: 8:00 AM - 5:00 PM
Saturday: 8:00 AM - 5:00 PM
Sunday: 9:00 AM - 5:00 PM",2025-08-13T15:00:00Z,17,1
Wakuli specialty coffee retail bar,4.5,49,food_store,https://maps.google.com/?cid=9203543768286197276&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQABgEIAA,"Van Woustraat 54, 1073 LN Amsterdam, Netherlands",52.3559573,4.9001328,"Monday: 8:00 AM - 6:00 PM
Tuesday: 8:00 AM - 6:00 PM
Wednesday: 8:00 AM - 6:00 PM
Thursday: 8:00 AM - 6:00 PM
Friday: 8:00 AM - 6:00 PM
Saturday: 8:00 AM - 6:00 PM
Sunday: 8:00 AM - 6:00 PM",2025-08-13T16:00:00Z,18,1
